iter	Passed	Remaining
1674	17087	390976
1675	17096	390941
1676	17107	390945
1677	17117	390936
1678	17127	390915
1679	17138	390910
1680	17147	390889
1681	17158	390894
1682	17169	390892
1683	17179	390886
1684	17188	390856
1685	17198	390823
1686	17207	390797
1687	17217	390773
1688	17226	390745
1689	17236	390719
1690	17249	390772
1691	17258	390732
1692	17267	390708
1693	17276	390674
1694	17286	390664
1695	17295	390622
1696	17306	390615
1697	17316	390604
1698	17325	390574
1699	17336	390571
1700	17346	390575
1701	17356	390551
1702	17366	390536
1703	17376	390519
1704	17386	390509
1705	17396	390490
1706	17405	390461
1707	17415	390443
1708	17424	390411
1709	17434	390390
1710	17443	390361
1711	17454	390351
1712	17464	390338
1713	17473	390306
1714	17483	390297
1715	17492	390261
1716	17502	390233
1717	17512	390227
1718	17521	390199
1719	17531	390178
1720	17541	390157
1721	17551	390140
1722	17562	390147
1723	17572	390138
1724	17582	390133
1725	17591	390102
1726	17601	390080
1727	17611	390064
1728	17620	390028
1729	17630	390013
1730	17639	389981
1731	17649	389961
1732	17659	389951
1733	17669	389923
1734	17678	389904
1735	17688	389874
1736	17698	389860
1737	17707	389829
1738	17717	389820
1739	17728	389817
1740	17738	389803
1741	17749	389807
1742	17760	389819
1743	17770	389805
1744	17781	389811
1745	17791	389813
1746	17802	389799
1747	17812	389796
1748	17822	389788
1749	17832	389769
1750	17842	389763
1751	17852	389749
1752	17863	389747
1753	17874	389746
1754	17883	389721
1755	17893	389696
1756	17902	389663
1757	17912	389663
1758	17923	389665
1759	17933	389651
1760	17943	389639
1761	17954	389635
1762	17963	389604
1763	17973	389596
1764	17984	389585
1765	17994	389576
1766	18004	389571
1767	18013	389542
1768	18023	389527
1769	18033	389500
1770	18043	389483
1771	18053	389472
1772	18063	389450
1773	18072	389423
1774	18081	389392
1775	18091	389381
1776	18101	389355
1777	18110	389323
1778	18119	389298
1779	18129	389277
1780	18140	389283
1781	18151	389280
1782	18160	389263
1783	18170	389249
1784	18180	389236
1785	18191	389233
1786	18201	389219
1787	18210	389189
1788	18221	389184
1789	18233	389217
1790	18243	389203
1791	18252	389179
1792	18262	389145
1793	18271	389127
1794	18281	389108
1795	18290	389075
1796	18300	389051
1797	18309	389015
1798	18318	388992
1799	18328	388963
1800	18338	388955
1801	18348	388947
1802	18358	388933
1803	18377	389107
1804	18387	389091
1805	18398	389089
1806	18407	389053
1807	18416	389029
1808	18425	388989
1809	18435	388978
1810	18444	388947
1811	18453	388913
1812	18463	388899
1813	18473	388871
1814	18482	388848
1815	18491	388815
1816	18501	388795
1817	18511	388773
1818	18520	388744
1819	18530	388741
1820	18540	388722
1821	18551	388727
1822	18562	388724
1823	18571	388708
1824	18582	388705
1825	18592	388687
1826	18602	388670
1827	18612	388662
1828	18621	388636
1829	18631	388615
1830	18641	388598
1831	18651	388580
1832	18660	388557
1833	18670	388540
1834	18680	388518
1835	18689	388492
1836	18699	388481
1837	18709	388459
1838	18718	388424
1839	18727	388401
1840	18737	388381
1841	18747	388373
1842	18758	388365
1843	18769	388369
1844	18779	388370
1845	18789	388359
1846	18799	388345
1847	18810	388340
1848	18819	388310
1849	18831	388339
1850	18842	388346
1851	18852	388320
1852	18864	388347
1853	18874	388344
1854	18884	388332
1855	18894	388319
1856	18903	388289
1857	18913	388262
1858	18923	388251
1859	18933	388237
1860	18943	388233
1861	18954	388229
1862	18964	388215
1863	18974	388202
